2025-04-05 17:02:59 | Function: handle_user_input | Args: ('birthday',) 
2025-04-05 17:03:15 | Function: handle_user_input | Args: ('birthday 31.12.2025',) 
2025-04-05 17:04:45 | Function: handle_user_input | Args: ('birthdays 31.12.2025',) 
2025-04-05 17:04:57 | Function: handle_user_input | Args: ('birthday Vlad',) 
2025-04-05 19:09:35 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-05 19:13:16 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-05 19:14:05 | Function: handle_user_input | Args: ('edit-address vlad Poltava,UA',) 
2025-04-05 19:14:27 | Function: handle_user_input | Args: ('edit-address Vlad Poltava,UA',) 
2025-04-05 19:14:52 | Function: handle_user_input | Args: ('edit-address Jane  NY,USA',) 
2025-04-05 19:14:59 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 13:25:35 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 13:25:49 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 13:27:14 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 13:28:17 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 13:28:52 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 13:34:51 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 13:36:34 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 13:37:05 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 13:38:21 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 13:40:28 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 13:49:03 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 13:50:10 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 13:53:40 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 13:55:49 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 13:56:26 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:02:11 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:03:14 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:04:04 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:05:18 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:07:00 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:08:07 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:10:51 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:18:27 | Function: handle_user_input | Args: ('add Bands  1234567890 01.02.2010 bands@com.ua Kiev,UA',) 
2025-04-08 14:36:46 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 14:37:11 | Function: handle_user_input | Args: ('edit-phone (name old_phone new_phone)',) 
2025-04-08 14:37:48 | Function: handle_user_input | Args: ('edit-phone Vlad  1234567890 222222222)',) 
2025-04-08 14:38:00 | Function: handle_user_input | Args: (' edit-phone Vlad  1234567890 2222222222',) 
2025-04-08 14:38:06 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 15:39:13 | Function: handle_user_input | Args: ('hello',) 
2025-04-08 15:42:01 | Function: handle_user_input | Args: ('hello',) 
2025-04-08 15:42:16 | Function: handle_user_input | Args: ('hello ddd',) 
2025-04-08 15:43:23 | Function: handle_user_input | Args: ('add Kan 3333333333 01.01.2000 kan@gmail.com LA,USA',) 
2025-04-08 15:44:13 | Function: handle_user_input | Args: ('add-phone Kan 4444444444',) 
2025-04-08 15:53:50 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 15:54:07 | Function: handle_user_input | Args: ('add-phone Vlad 1234567890',) 
2025-04-08 15:55:08 | Function: handle_user_input | Args: ('add-phone (name phone(10num))',) 
2025-04-08 15:55:27 | Function: handle_user_input | Args: ('add-phone Vlad 9999999999',) 
2025-04-08 15:57:17 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 15:58:34 | Function: handle_user_input | Args: ('hello',) 
2025-04-08 15:58:37 | Function: handle_user_input | Args: ('all',) 
2025-04-08 15:58:42 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 15:58:48 | Function: handle_user_input | Args: ('add-phone (name phone(10num))',) 
2025-04-08 15:59:06 | Function: handle_user_input | Args: ('add-phone Roza 0000000000',) 
2025-04-08 15:59:13 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 16:00:20 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 16:00:56 | Function: handle_user_input | Args: ('add-phone Jane 5555555555',) 
2025-04-08 16:04:30 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 16:04:52 | Function: handle_user_input | Args: ('add-phone Luke 1234567890',) 
